va1,va2,gammaa3,gammaa4,gammaa5,gammaa6,p1,p2,luxR,lasR,alpha1,alpha2,k1,k2,n,theta,beta
7.581172597794902,0.327934193435711,139.3685579915537,42.549751483607245,16.90316893779819,42.032223843936656,62017040.52430797,23031977.028647386,0.0009667449442019,0.000638117143096,536.2058808938576,587.7708116537298,94.08527194969712,92.23206414415549,1.5840929308479603,3.3086471712353146e-05,9.8934624506877e-05
7.593410715219349,1.049783136302506,139.4635693297456,42.549751483607245,13.876340729047588,42.032223843936656,62020461.97127503,23031977.028647386,0.0009667449442019,0.0006044407195999,538.1455672907765,587.7708116537298,94.04966286401093,93.42325867686668,1.5840929308479603,3.310337620094753e-05,9.8934624506877e-05
7.59037837568884,0.9897924706892676,138.64247110915724,42.35046659007645,17.430306650195387,41.98128338254181,65699570.55165381,1972147.54255884,0.0009708811216188,0.0004773656935642,536.2058808938576,587.6970895372241,93.27500732826708,98.47860879145892,1.5840929308479603,3.339245488156283e-05,9.963158832121828e-05
7.173864856203365,0.9890262357882412,128.25791667543365,43.12319476077845,17.430306650195387,42.00377552327178,65834077.5166826,25609155.84782925,0.0009667820320417,0.0006642461792142,536.2058808938576,583.3165369694509,94.46654362180604,98.83101914381864,1.4202392790588316,3.3103010432058034e-05,9.998173797839673e-05
8.820165938532895,0.9863955484173396,132.7919382225472,42.54783530940748,18.616753256792983,41.99895977246123,65497570.72703679,27331126.25993909,0.0009829437231441,0.0006639766982119,536.2105022045922,598.1327111543043,93.34107221186764,98.71754259973191,1.5416916260044964,3.3103010432058034e-05,9.893972982214109e-05
6.681668987479801,1.293289552163159,132.7919382225472,42.237280998290856,18.60454033280143,25.92354489763085,63863345.2435369,1409529.5889161737,0.0009826585736286,0.0006652398562985,534.6658180130871,588.0676837578873,93.4583201287264,98.49588313920768,1.5226703714433985,3.3103010432058034e-05,9.97992880511253e-05
6.656119200209247,1.293289552163159,132.64618654377225,42.23774931629374,18.60454033280143,44.05188300205966,64881671.06868543,22922690.952269845,0.0009826310425071,0.0006639766982119,574.4245010222456,587.8419825875106,93.2316135595031,98.49588313920768,1.5321530349302803,3.3120253248753106e-05,9.883777298518732e-05
7.178494227530996,1.0543661902659145,128.29803530017955,42.35396243963876,17.430306650195387,41.87347828071731,58103628.22262539,24208913.74980728,0.0009612041206596,0.0006312558544705,536.2058808938576,587.6970895372241,93.2875358824536,98.43984503081508,1.5840929308479603,3.3103010432058034e-05,9.94927559707523e-05
7.856622137773299,1.2896617495136458,132.7919382225472,42.237280998290856,18.53942575710722,39.112355788911366,60463023.59464825,26228516.76200179,0.000965683594369,0.0006747966737791,577.5565491707985,587.7117721730785,91.05643850739008,98.73367775206349,1.4299072981261225,3.106230524811247e-05,9.923146019071534e-05
7.200617791592351,1.0474234929717,125.43778997839416,42.24401308523516,17.456886531377524,40.72046609289889,60966272.94344441,1112323.648009885,0.0009648232383646,0.000397679753572,499.54106204390433,592.4001706877314,93.27729099588144,98.4911302812508,1.4137563829056674,3.2990234317439794e-05,9.978954216467884e-05
8.738983480857756,0.97565780176158,128.25791667543365,42.35764633391064,17.430306650195387,42.00057517584411,65543107.07834713,24153011.11495387,0.0009709580739229,0.0006312558544705,536.2058808938576,587.6970895372241,94.35611640760244,98.43984503081508,1.5439213953334998,3.3103010432058034e-05,9.951759001315704e-05
7.623475105896039,1.293289552163159,132.7919382225472,42.179766930609006,21.79764032039043,25.92354489763085,63693535.78511151,1311075.4280595304,0.0009649816268686,0.0006630721331663,533.8892766984892,588.0676837578873,93.34271917452656,98.511837178404,1.5220666218349483,3.3103010432058034e-05,9.97992880511253e-05
7.173864856203365,0.987602405553684,132.35754394316513,42.23854356056064,17.430306650195387,38.98819173586522,65543107.07834713,24208913.74980728,0.0009709580739229,0.000628860850354,536.9743948754497,587.6970895372241,96.93523311744656,98.43984503081508,1.5993426759098333,3.3103010432058034e-05,9.959559328685844e-05
7.880513473038447,1.0790429618421429,138.62216205221188,42.24690237018518,16.834090177616392,48.18129124968602,60468282.4272396,1151818.6596662006,0.0009655497731322,0.0002666057023038,535.1376338121885,596.5504839225525,99.28350383364156,90.16150569378604,1.4724182490571265,3.565837534166171e-05,9.924070513755004e-05
