va1,va2,gammaa3,gammaa4,gammaa5,gammaa6,p1,p2,luxR,lasR,alpha1,alpha2,k1,k2,n,theta,beta
16.905318038354658,10.526274946485104,130.26278806659226,31.60689360036212,118.97033528028328,119.46747356135027,82011721.97162445,982098.507882374,0.0004804549916041,0.0004480266092499,480.0341336608544,70.3725610387407,1.5149545282741097,21.01742294184405,4.956883246151079,9.430715675552608e-05,9.972983270861636e-06
16.91121083451314,15.591736520181634,124.32711366628608,0.0147109692123102,119.9907895128421,119.48635388769672,81977385.4000748,986993.0537814848,0.0002802335052518,0.0004485904264277,44.8867303550256,73.85601901755922,8.937112411669194,18.520200291770813,4.991974440190555,8.918996615352393e-05,4.410826927327818e-06
16.913348735360564,10.327942585657675,138.46849322432678,31.60689360036212,118.97033528028328,119.46747356135027,82011721.97162445,982098.507882374,0.0004804549916041,0.0004404018085604,480.0341336608544,70.3725610387407,1.5149545282741097,1.7204156424112913,4.9571363663218655,9.870818942373564e-05,4.2552147630781445e-06
16.910493196618738,15.377353526707871,128.4644326095937,0.2487724740321617,119.98666933122676,119.48382987530172,81978516.30625544,1484212.14218847,0.0002522385925083,0.0004498413176743,26.882755800237327,35.49426465780518,1.9185528331343544,1.5489296392709395,4.970747871652304,9.877354356505908e-05,1.8894225439572243e-06
16.884543766615923,12.817917418618729,121.72517518032804,31.65882026788763,119.99078842521604,119.90892657935176,81981667.32128163,1543902.9799772112,0.0005006367962011,0.000449260170289,476.9384229529589,67.6627928231796,1.5068001217809088,11.035989337178364,4.919360052963167,9.881400313018268e-05,1.13385032619722e-05
16.90593454662381,11.093798551421363,131.18503952987922,31.26696743191088,119.99078832800792,119.92110794245558,82313924.20501745,996143.8341709204,0.0004917508285862,0.0004672393802745,477.09795441762,72.17811996742864,1.5078061809151846,7.147355521096758,4.965619727082901,9.968015866646168e-05,4.433878503685388e-06
16.905318038354658,10.27774910551576,128.48611461908774,31.39974728135465,118.97033528028328,119.45613561510125,82010378.09739591,981400.7967055724,0.0004856041214183,0.0004480265533732,480.0341336608544,70.10502769391141,2.155996277977826,21.01742294184405,4.9791106034716295,9.430715675552608e-05,1.947244911081934e-06
16.539567223892888,10.445911264507584,130.3491979515043,31.297435518694865,119.96745021474403,116.68655073395922,82308832.66608132,1627330.9797777473,0.0004803989677088,0.0004491076992442,460.4638351080414,70.22578085010835,1.5044814566644802,1.5133246077884248,4.98231848681082,9.966764966798458e-05,4.410826927327818e-06
16.913348735360564,10.77385454855832,138.46849322432678,31.60689360036212,118.97033528028328,110.25236679466738,82010264.15558228,2186273.5223478647,0.0004847696059052,0.0004400555436398,480.0341336608544,70.3725610387407,1.5149545282741097,1.7204156424112913,4.9571363663218655,9.867188995639463e-05,9.718417046716693e-06
16.905402429519953,15.578417880079265,127.7915117090345,0.0147109692123102,119.98306648779368,119.48635388769672,81953058.97538511,986446.451889594,0.0002506624103583,0.0004486125879351,45.04328999048678,48.754437487639386,18.78535805518606,18.5231493555662,4.97036645915019,9.769250093313358e-05,4.410826927327818e-06
16.994625863018587,15.377353526707871,128.4333977421417,0.2487724740321617,119.96766547799976,119.48382987530172,82316626.08060484,2009710.5617738336,0.0002609159058632,0.0004489923863689,20.971245880857765,70.5311716974262,1.911382795934503,1.5501637473996746,4.970747871652304,9.877354356505908e-05,1.8894225439572243e-06
16.995687111689648,15.386982081401229,128.4333977421417,0.0213983443021023,119.99076634077063,119.48382987530172,81975683.4881646,923013.0111062124,0.0002522385925083,0.000448992804166,46.0838432400575,35.49426465780518,9.141358734226271,1.9735442647397288,4.970655104588428,9.874032732327224e-05,1.716103206186189e-06
16.99355725755267,15.420211575823853,130.442541418563,0.4948383969737072,119.99130538743805,119.97927667422628,81909044.1213671,1029290.1417298832,0.0002523210635476,0.0004410231286923,26.874707656792346,36.90274156129403,4.024173189424312,1.7177851097289767,1.3566493333935838,9.886683916789708e-05,1.7935060788187233e-06
16.910490181967994,15.386422864034426,122.10998868261832,16.287193258022278,119.98666933122676,119.478692474474,81978516.30625544,1484212.14218847,0.000252235934036,0.0004498413176743,5.9237354800708735,35.33968658327724,1.920685822824404,1.2668963305309235,4.970747871652304,9.877354356505908e-05,1.568788193414451e-06
16.985260724425288,15.439626768854447,139.00497714810766,0.4668138292837925,119.99155907623629,119.99550342151736,81979767.31478778,1023347.1368703136,0.0002508663937894,0.0004489803781587,27.16098081853455,36.92861856522171,2.072342150455136,1.5074408736491438,1.2364198971577365,9.877431408894137e-05,4.482900752136352e-06
16.973958195341467,15.43937732649557,130.317057954529,0.4642833894171403,119.99106062761736,119.478205119903,81908987.80929716,1440422.1463716915,0.0002523199184861,0.0004489928687738,26.762629963029298,35.04437750678196,17.051923834623107,2.0877701912024325,4.8714294746237465,9.87762619805038e-05,4.532642842069384e-06
16.910490181967994,15.386422864034426,122.10998868261832,0.2487724740321617,119.98666933122676,119.478692474474,81978516.30625544,1507361.125399809,0.000252235934036,0.0004498413176743,4.143768217319007,35.34249788604944,1.9185288249716568,1.5489296392709395,4.970747871652304,9.877354356505908e-05,2.00584562459048e-06
