va1,va2,gammaa3,gammaa4,gammaa5,gammaa6,p1,p2,luxR,lasR,alpha1,alpha2,k1,k2,n,theta,beta
1.2674970798882033,9.158338830299623,126.64176838103322,0.0234028470502104,6.8585935940530005,105.34977045771122,60617162.06097888,2199264.7811569585,0.0002554958479061,0.0009961512137334,523.6798928075484,491.4329477998168,1.532273458670138,5.624488726511208,1.60970161430068,1.114097163698023e-06,9.838198395981484e-05
1.4388908255631447,10.775896827762253,124.22149072436638,0.8329914340391866,5.587465469567312,116.70397708751172,63011590.29204688,2397719.3951980984,0.0002781379729431,0.0009990992893464,530.9890163286607,462.1270569995704,1.457267009537294,5.6827149613584815,1.474891864763546,5.865906808910097e-06,9.628599133761424e-05
0.6506970863451479,9.158338830299623,126.64176838103322,0.0234028470502104,5.5535940008637885,117.05824945156628,60617162.06097888,3582756.662994229,0.0002793483173573,0.0009961512137334,523.7504467285953,491.4329477998168,1.5326503287513105,5.624488726511208,1.60970161430068,5.803034090477112e-06,9.838198395981484e-05
1.370790155202933,10.775896827762253,133.04226660370855,0.8329914340391866,5.716250713004677,116.70397708751172,62507651.95562948,2512960.9382281583,0.0002769413992073,0.0009965693716582,528.6386584934454,527.8079543107326,1.457267009537294,5.6827149613584815,1.4102426975418951,4.5945154312525695e-06,9.628599133761424e-05
1.380320485828507,13.223720680966697,133.59864823095802,0.8329914340391866,5.716250713004677,116.768243522974,63011590.29204688,2229117.416569908,0.0002853233344123,0.000993490430643,538.5390587452223,462.1270569995704,1.5525776415933452,5.6827149613584815,1.474891864763546,5.865906808910097e-06,9.905149096856184e-05
0.6329584457603752,8.970079460878736,125.3141616217208,0.2097692644613424,3.4000951806596555,109.45108822702409,62215255.38879909,4965166.142545105,0.0002624073224998,0.0009960804455067,526.0859178964181,565.2224062251391,1.6084452327446068,3.3258773104309274,4.327060798815385,1.326718575465158e-06,9.800380552189288e-05
1.370790155202933,10.775896827762253,132.35466802276716,0.8329914340391866,5.716250713004677,116.70292425939074,63004763.36426101,2513728.033303976,0.0002769413992073,0.0009932226266986,528.6386584934454,527.8079543107326,1.457267009537294,5.6827149613584815,1.4117704212311344,5.853862848272827e-06,9.625602226102888e-05
0.6506970863451479,8.685656234364941,126.61151415256134,0.1738479760168023,4.362873394420318,117.05824945156628,60569200.15641702,3582756.662994229,0.0002807070845401,0.0009961512137334,523.7504467285953,548.1206605744961,1.5321302919822726,5.587749539985497,1.60970161430068,5.803034090477112e-06,9.838129533979e-05
0.3909757089795753,8.81799389617715,133.55998890717188,7.459208606059932,5.501558702011766,104.50858162798538,52690457.88992386,6630226.4307779735,0.0002781379868936,0.0009997772584851,531.2328712612501,562.5861526319653,1.5401777906092835,5.681562285127388,4.58208490139028,1.3169406952595008e-06,9.901873531293804e-05
1.2719913840001185,8.668664016701172,126.94160904873024,0.8320083919700397,5.52617056777251,116.7641976839992,50535998.96175688,6542177.344004142,0.0002537969872206,0.0009990714349701,521.0828923331478,561.4819437694676,1.5397494199668833,5.6827149613584815,4.526957188270086,1.1358651161080004e-06,9.900977280634836e-05
0.5405568924724267,8.806034306183268,126.25111644018352,0.2517544314233566,1.4994993353589647,106.1192942731482,63160731.78886871,6664877.5809489,0.0002624677169603,0.0009996471578124,522.7746245598721,571.1609111477516,1.8633098596461928,5.668038142094562,4.204601300350485,5.957736314579114e-06,9.808615433956664e-05
0.3966036111791849,8.824067210248366,125.5860766804833,7.4469300509686995,1.1800072823900103,105.426544567863,52707282.10180735,7375189.189284328,0.0003469371924016,0.0009961548890974,525.9571734189832,534.4455316244337,1.1756000970462157,5.615233738721117,2.550234997457637,5.849498108482512e-06,9.845193951401708e-05
0.6533607598671884,9.264361088295656,126.61151415256134,0.1738479760168023,4.347157435390594,117.05824945156628,53590797.6403752,3582756.662994229,0.0002807070845401,0.0009961422025736,524.402235485908,548.1206605744961,1.129652470327328,5.587749539985497,2.0997448762819664,6.000057902387703e-06,9.838129533979e-05
0.4061064285034136,8.805460116325008,133.59856244369232,7.459208606059932,5.501558702011766,104.50858162798538,68238124.80039535,6618467.37318962,0.0002781379868936,0.000999922310741,538.3629010641527,562.5861526319653,1.5533707503866363,5.681562285127388,4.58208490139028,1.321514443661359e-06,9.901972171710026e-05
0.5405568924724267,8.806034306183268,119.21560866465435,0.2517544314233566,1.4994993353589647,119.23066399007747,63160731.78886871,6664877.5809489,0.0002624677169603,0.0009996471578124,522.7746245598721,571.1609111477516,1.8633098596461928,5.668038142094562,4.204601300350485,5.957736314579114e-06,9.808615433956664e-05
0.6329584457603752,8.662415237435647,125.23304313189234,0.2097692644613424,3.4000951806596555,109.45108822702409,62546810.12298017,4949042.363853166,0.0002626504097582,0.0009960546516539,526.153265301459,565.1107464946678,1.5411687521166662,3.3258773104309274,4.465528964918863,1.110809835068347e-06,9.898706501586676e-05
6.8134540152825736,9.327415971717926,125.02653923894952,7.04915441337578,3.643725442434537,116.1862206131567,59678087.0335521,4542098.794760264,0.000262491312114,0.0009968438943267,420.2125441127514,465.2972953374676,1.1687278598388744,1.8912687317035832,2.4278284545385347,4.828675534746157e-06,9.712015198611792e-05
0.3988742569289724,8.698729998156738,133.1388530455287,6.717983695873448,1.195622757836497,118.46479749422797,52310945.73074278,6077825.038873542,0.0002756908147429,0.0009962391893511,525.9571734189832,523.9377725776831,1.1756000970462157,8.992548656996547,2.5503335456790874,5.851138997916393e-06,9.799502195748222e-05
0.5358535844420143,8.645164052280013,133.1388530455287,0.0347662012403402,1.191390931063956,118.46479749422797,52328830.27824798,5823886.842187622,0.0002714303997838,0.0009961186533728,514.2878001115394,571.7499427320492,1.1756000970462157,9.021509404027016,4.178924612226981,5.964293775588085e-06,9.839563237388936e-05
0.8619800021579231,9.32999879312935,125.02653923894952,7.04915441337578,1.1032109003296875,116.34290216830271,63054580.25268129,4542098.794760264,0.000262491312114,0.0009968438943267,420.1929439687768,572.7140818243912,1.1687278598388744,1.8912687317035832,2.4278284545385347,4.828675534746157e-06,9.712015198611792e-05
0.5432454179068381,8.806034306183268,132.08436320895095,0.2517544314233566,0.5141617203867757,106.1192942731482,52005053.03748825,6664877.5809489,0.0002605078131149,0.0009996471578124,522.7746245598721,571.1609111477516,1.8633098596461928,5.668038142094562,4.2899032480390815,5.939749354430808e-06,9.808615433956664e-05
0.4733690609786664,8.623539220959435,133.39448833930993,5.781614987283118,1.373445188401378,105.05146471435756,52328830.27824798,5828088.982817457,0.0002772942581332,0.0009990613490033,525.9339149252795,562.3634783995428,1.1587390510507365,9.01604529101342,2.5521844398456506,5.649949139477545e-06,9.836758201057588e-05
0.5354047584391854,8.795273120908025,133.08278546766425,0.2722515810446144,0.9631308624119428,104.50858162798538,48021412.22493989,6639322.784330859,0.0002784299584888,0.0009997772584851,522.723492543488,562.5385899717681,1.5401777906092835,9.082376612324213,4.58026889461716,1.3169406952595008e-06,9.896190581282212e-05
0.3988742569289724,8.70037437034009,133.5778206714318,6.717983695873448,1.1993862609801007,118.00715448833652,52679172.95732326,6077825.038873542,0.0002657860554265,0.000996241560043,525.9571734189832,523.9377725776831,1.1756000970462157,9.00167021497481,2.4525487621681017,5.851138997916393e-06,9.799502195748222e-05
0.3909757089795753,8.816349523993797,133.12102128126878,7.459208606059932,5.497855870551971,104.95767026735471,52322230.66334339,6630226.4307779735,0.0002781358433846,0.0009997663037394,531.2328712612501,562.5861526319653,1.5401777906092835,5.672440727178103,4.678797447009933,1.3169406952595008e-06,9.901873531293804e-05
